Tweet_count,Username,Text,Created_at,number_of_tweets,number_of_likes
1855987127236124969,Science Magazine,"“One question for science is, can we behave in a different way that would decouple us from ... institutions that are declining [in trust]?”

Join @AAAS and Science, alongside @pewresearch, on 14 November at 3:15 p.m. ET as panelists, including H. Holden Thorp, dive into the state https://t.co/w4jnL5m0Bk",Mon Nov 11 14:53:08 +0000 2024,17,68
1856054560638296168,Science Magazine,"New research suggests that LRRK2 hyperactivity in intestinal macrophages causes Paneth cell defects in preclinical models and patients with Crohn’s disease. 

Learn more in @SciImmunology: https://t.co/LNXIMiwtEk https://t.co/hxP2ED99wD",Mon Nov 11 19:21:05 +0000 2024,2,11
1855988924344078609,The Scientist,"Marmosets, menopause, and mind mysteries—oh my! 

Learn more about how primatologist Agnès Lacreuse (@AL_marmo) from @UMassAmherst explores the neurological mysteries of the brain: https://t.co/4oyN0N1Kz5 https://t.co/uQW8eYmDKe",Mon Nov 11 15:00:16 +0000 2024,0,3
1853814578267685355,The Scientist,"The @WolbachiaProj allows science fans to embrace their inner scientist and help researchers identify Wolbachia hosts while learning concepts of biodiversity, biotechnology, and bioinformatics.

Learn more about the Citizen Science project: https://t.co/6opoSyQkST https://t.co/VRQ1zv6bOi",Tue Nov 05 15:00:12 +0000 2024,1,1
1854177008135102832,The Scientist,"Primatologist @AL_marmo @UMassAmherst is on a mission to understand cognitive aging in women through marmoset models. 

Learn more about her work in the latest TS Digest issue: https://t.co/PZJKwijqhd https://t.co/q5lyYsYf8s",Wed Nov 06 15:00:22 +0000 2024,0,3
1855626719492817089,The Scientist,"Can extremophile algae turn polluted wastewater into useful products? 

Peter Lammers @ASU_AzCATI is on a mission to find out.

Learn more: https://t.co/Lcaz9oNRMd https://t.co/4di6wwSAX7",Sun Nov 10 15:01:00 +0000 2024,5,4
1855354672753598579,The Scientist,"Worms have a nose for danger! 

Andrew Dillin (@dillinlab) and his team @UCBerkeley found that olfactory neurons can prepare the nematodes against potential pathogens through mitochondrial regulation.
https://t.co/Ua95OKGNOT",Sat Nov 09 20:59:59 +0000 2024,1,8
1853905121584783686,The Scientist,"Neurons in the cerebellum that control coordinated movement help regulate proper sleep in mice.
https://t.co/n7yQmFGzs2",Tue Nov 05 20:59:59 +0000 2024,1,8
1853542755294691497,The Scientist,"Fungi gave us the first true antibiotics; now, mycologist Nancy Keller @UWMadisonMMI is searching for other valuable natural products that may be lurking in fungal genomes.
https://t.co/u9PpsSxIXC",Mon Nov 04 21:00:04 +0000 2024,4,9
1854992285584293991,The Scientist,"Researchers at the @Uni_WUE showed that a signaling molecule from Candida albicans impairs dendritic cells’ immune responses by altering lipid metabolism.
https://t.co/zkSV5HfiJh",Fri Nov 08 20:59:59 +0000 2024,0,2
1854901695634964685,The Scientist,"Neuroscience graduate student @ivanalcantara @NIDDKgov won two elevator pitch competitions. 

He talks about honing these skills and their use for researchers in this Beyond the Bench article: https://t.co/qL2iCml4Bq https://t.co/Vwb0odLrQF",Fri Nov 08 15:00:01 +0000 2024,0,0
1854267509911724179,The Scientist,"Developing better therapies against intracellular parasites is difficult in part because studying the effect these organisms have on host cells is difficult.

A new approach from @OMM_lab @GINA_GALLEGO @uwmadison and @Morgridge_Inst may alleviate this.
https://t.co/ovrgxJqbfV",Wed Nov 06 20:59:59 +0000 2024,3,2
1853452210895573211,The Scientist,"When a dog wags its tail, they’re telling you a lot more than you might think. 

@CimarelliG, who studies cognitive biology in canines @DomLabVienna, provides insights into this quintessential trait. 

Learn more in this Just Curious article: https://t.co/txuzapiWsN https://t.co/2FCx6XdUD2",Mon Nov 04 15:00:17 +0000 2024,1,4
1854539458189685075,The Scientist,"Could targeting neurons help control sepsis and inflammatory bowel disease? 

New research in mice @ZuckermanBrain suggests new therapeutic strategies.

Read more: https://t.co/h36I1TRImb https://t.co/98iiVQIpzQ",Thu Nov 07 15:00:37 +0000 2024,0,1
1853074666304209138,The Scientist,"Primatologist Agnès Lacreuse (@AL_marmo) from @UMassAmherst is on a mission to understand cognitive aging in women through marmoset models. 

Learn more about her work in the latest TS Digest issue: https://t.co/RPceOz53Ad https://t.co/CEozRemMO0",Sun Nov 03 14:00:03 +0000 2024,6,14
1854643955909926949,The Scientist,"Shaking things up: Neurobiologist David Ginty @HarvardMed identifies a new function for a mechanoreceptor known for affective touch: triggering the classic “wet dog shake” maneuver.
https://t.co/IcuwmqfGsn",Thu Nov 07 21:55:51 +0000 2024,1,1
1852802859705757982,The Scientist,"When T cell exhaustion sets in, what treatment plan should clinicians use?

@PennMedicine researchers tackled this problem by developing a new tool to monitor immune response during treatments for melanoma.
https://t.co/XYD47a1B5B",Sat Nov 02 19:59:59 +0000 2024,0,1
1855764118525116548,Dr.Sarraf,"When you need a break from politics, here’s the latest video 😉 #Neuroscience #Biology #student #ai 

https://t.co/ChxTS8u40G https://t.co/WpFZUSr213",Mon Nov 11 00:06:58 +0000 2024,0,1
1856045294460514646,Midwest PARC,"PARC’s Disease Task Team will be hosting their next webinar on snake fungal disease on Thursday December 5th from 3:30-5:00pm ET on Zoom. Register at https://t.co/6B4jasipwe

#conservation #snake #snakesofinstagram #🐍 #snakefungaldisease #webinar #parc #biology https://t.co/9J1Jlm1mhN",Mon Nov 11 18:44:16 +0000 2024,0,0
1855969458545643667,Dido Christine,"1 Samuel 4:22 And she said, The glory is departed from Israel: for the ark of God is taken.
#arkofthecovenant #israel #samuel #prophecy #biology #electricity #ancientmysteries #lostknowledge https://t.co/dEpOs2m2Vn",Mon Nov 11 13:42:55 +0000 2024,0,1
1856006705596748243,Art4Science,"1/5 This week’s fanart is from a paper by Matuskey et al., published recently on Molecular Psychiatry
°
#biology #research #autism #brain #neuroscience #bioinfo #computational #human #biocomp #synapse #digitalart #researchpaper #sciart #art https://t.co/6ImfXubtOo",Mon Nov 11 16:10:56 +0000 2024,1,7
1855943646140330389,HyperGrok,"Discover the incredible journey of the Fallopian tubes in the female reproductive system. From their delicate structure to their vital role in fertilization, these tubes are truly a marvel of nature. #WomensHealth #Biology #ReproductiveSystem https://t.co/7XmzOTpwkq",Mon Nov 11 12:00:21 +0000 2024,0,1
1855953623613579407,Dr. José Luis Neyro,"An update from basic nd #clinicalsciences on #biology, #epidemiology nd #treatments for #osteosarcopenia, and recommends future #researchpriorities to improve #healthoutcomes for those living with or at #risk of osteosarcopenia.

https://t.co/NN1kah9a1W https://t.co/n68cVOzvii",Mon Nov 11 12:40:00 +0000 2024,0,1
1854929658862878801,CEE,"Here's a Flashback Friday photo from a past USA Biolympiad (USABO). More information is at https://t.co/YvCsjv7rus
Registration for the 2025 USABO ends today, November 8.
#CEE1983 #USABO #biology #bio #biologicalsciences #bioscience #biologyteacher #biotech #biochemistry #science https://t.co/HnWYiyMLrt",Fri Nov 08 16:51:08 +0000 2024,0,0
1854340275860066571,AFHU,"Join us for an exclusive #webinar highlighting research from @HebrewU's chemical #biology laboratory. This event will feature Dr. Raphael Benhamou, who will present his pioneering work on #RNA-targeted therapies. Learn more &amp; register: https://t.co/vIDEeKppSU @yissumhuji https://t.co/OY0u1WNhth",Thu Nov 07 01:49:08 +0000 2024,0,2
1854258740197020119,Monmouth Prep Science,Year two have been investigating Life Cycles by setting up their own experiments examining the growth from eggs of Brine Shrimp (or #SeaMonkeys). They will be observing them every day and recording their observations. #Science #Biology @Habsmonmouth @MonPrepSchool https://t.co/3Lj3dTaQbZ,Wed Nov 06 20:25:08 +0000 2024,0,3
1854863947855544438,InsideUs,"👁️ Discover the fascinating anatomy of the eye! This detailed guide reveals the structure and function of each part, from the cornea to the retina. Perfect for students, educators! #Anatomy #EyeAnatomy #HumanBody #Vision #MedicalEducation #HealthScience #biology #InsideUs https://t.co/RPySOhS1Lt",Fri Nov 08 12:30:01 +0000 2024,0,0
1853900617250451577,Translational Research Institute for Space Health,"Are you interested in the intersection of #Biology and #SpaceHealth? Read this roadmap by the Engineering Biology Research Consortium, with support from #TRISH, describing opportunities to improve human health in space and on Earth. 🌎🚀

Read it here: https://t.co/rE15OQOOg4 https://t.co/wrXs2k74zd",Tue Nov 05 20:42:05 +0000 2024,0,7
1853681361871044936,Plazi Species,"#NewSpecies
New water skink from #china just came in:

Tropidophorus vongx

Treatment: https://t.co/WzeqnYurPL
Publication: https://t.co/HHKTmEBQx2
@Zootaxa #TropidophorusVongx

#FAIRdata
#biology #biodiversity #nature #conservation #herpetology #reptiles #skinks #waterskinks https://t.co/OP8IUECKIq",Tue Nov 05 06:10:51 +0000 2024,16,70
1854606704660336660,CEE,"Here's a Throwback Thursday photo from a past USA Biolympiad. More information is at https://t.co/YvCsjv6TEU

Please share the news that registration for the 2025 USABO ends on Nov. 8. https://t.co/ktl66Eo1Mn

#USABO #biology #bio #biologicalsciences #bioscience #biotech #STEM https://t.co/jbPWUwi56l",Thu Nov 07 19:27:49 +0000 2024,0,0
1854900462840848592,Blackheath High School GDST,"#SixthForm #Biology goes international &amp; co-ed for the day! 🧪 Delighted to host fellow Belgian Biotech &amp; Chemistry students from @SUIOLVWaver, ‘the Hogwarts of Flanders’, for some biotech experiments on making lactose free milk 🧫 🥛.#sixthformscience #alevels #stem #gdst https://t.co/GuYeljC5uz",Fri Nov 08 14:55:07 +0000 2024,0,1
1855651736783819068,For a Better World,"Woman With No #MindsEye #Develops One After Taking #MagicMushrooms. A year on from her trip, the woman is still able to think in #pictures. #brain #drugs #chemistry #biology https://t.co/ZfKLqditYz",Sun Nov 10 16:40:25 +0000 2024,0,0
1855041083463352405,Jason Gilchrist,"Biomechanics (May Include Dinosaurs...) for Life On Earth in Sports Hall at Edinburgh Napier University. From human footsteps to dinosaur footprints. In the spirit of the late Prof R. McNeill Alexander.
#EdinburghNapier #biomechanics #biology #science #EdinburghNapierUniversity https://t.co/ja3jcJGU7d",Sat Nov 09 00:13:53 +0000 2024,0,1
1853471555818250674,Art4Science,"1/5 This week’s fanart is from a paper by Zhang, Wu, Sun, Lin et al., @PKU1898 , published recently on @Nature 
°
#biology #research #epigenetic #DNA #bioinfo #computational #human #biocomp #compbio #digitalart #researchpaper #sciart #art https://t.co/UPVAaUWkSk",Mon Nov 04 16:17:09 +0000 2024,0,3
1854252413366268181,Animalearn (Put The Life Back In Life Science!),"#WednesdayWisdom from #Science Bank Borrower &amp; #Parent, Ashlyn H. 🪱#humanescience #humaneeducation #teachers #scienceeducation #dissectiondoesntcutit #putthelifebackinlifescience  #lifesciences #anatomy #biology #scienceteachers #sciencetwitter #teachertwitter #edutwitter #k12 https://t.co/comXbQNUme",Wed Nov 06 20:00:00 +0000 2024,0,0
1852474470943904171,Stowers Institute,Another great week of #FridayScienceClub with a presentation from Stowers Fellow Alex Garruss! #Biology #Genomics https://t.co/uWxeqTmzu1,Fri Nov 01 22:15:05 +0000 2024,1,15
1853758268176257063,EPIC Photonics,"In this article, Antonio Castelo highlights the latest advancements and applications of Raman #spectroscopy in #healthcare, #biology, and #biochemistry, featuring contributions from companies such as @WasatchPhotonic, Refined Lasers Systems, InSpek Solutions, Picophotonics, https://t.co/j4d2DXFaD5",Tue Nov 05 11:16:26 +0000 2024,1,9
1853452277731725451,Smart Biology,"Learn how proteins move from the ER to the Golgi via ER exit sites!
Learn more at https://t.co/rZjuFXgP1n
#biology #science #3D #animation #EdTech https://t.co/06uV9vwVoz",Mon Nov 04 15:00:33 +0000 2024,164,490
1853593572102250645,Dylan Burnette,"A cell photographed through a microscope. DNA in the nucleus (gray), the Golgi apparatus (yellow), and the powerhouses/overlords of the cell, mitochondria (magenta), are shown. #CellBiology https://t.co/p0wPjzRxxu",Tue Nov 05 00:22:00 +0000 2024,84,466
1854124327098032333,ቋድር,"Biology is derived from the greek words ""bios"" meaning life and ""logos"" meaning study!

ምንድን ነው ግን የሚፅፉት😭 ወይኔ ኢትዮጵያዬ 😭😭 https://t.co/brw9AinA6S",Wed Nov 06 11:31:02 +0000 2024,0,36
1853493655522394601,Emeterio Ruiz S,"A friendly reminder to @Sony and @PlayStation on #games , #gaming , #life , #Nature , #biology , #CommonSense , #mentalhealth #truelove sincerely from your most valuable asset #gamers .

#PS5 #PS5Pro #PS5Share #PS530th",Mon Nov 04 17:44:58 +0000 2024,0,2
1855251257520267482,Manuela Casasoli,"Read here about a great achievement: the world-first stem-cell treatment to restore vision.

The study reports the use of corneal epithelial cell sheets derived from human induced pluripotent stem cells (iPSCs) to treat damaged corneas.

#Science #Medicine #Biology https://t.co/b9Ch4o4LRd",Sat Nov 09 14:09:03 +0000 2024,4,29
1855518422731288869,NCURB IISER Tirupati,"Say hello to Prof. #utpalnath from @iiscbangalore. He brings his experience in #CellBiology and #microbiology to NCURB an esteemed guest speaker. 

Almost a month from now, we will be well into NCURB, India's first #undergraduate #biology #conference.",Sun Nov 10 07:50:40 +0000 2024,0,4
1853852989456290110,Temerty Centre for AI in Medicine (T-CAIREM),"📣 The @UofT_TCAIREM November #newsletter is out!

📆 Accelerating Discoveries in #Biology &amp; #Medicine Using #AI (Nov. 19)

📸 Photos from the HASTE Workshop

👩🏽‍🎓 Call for Student Researchers: 2025 T-CAIREM Summer Research Program

🔗 [https://t.co/CplZHrE4JO) https://t.co/n1UufHKaTM",Tue Nov 05 17:32:50 +0000 2024,0,2
1854578230763614464,Leibniz-Institut für Alternsforschung (FLI),"FLI Colloquium ➡️Elisa Gomez Perdiguero from the Department of Developmental and #Stem #Cell #Biology, @institutpasteur, has spoken today at the @LeibnizFLI about current findings.

Here you can find a short interview.👉https://t.co/oOsd4nP1BD 📺",Thu Nov 07 17:34:41 +0000 2024,0,2
1854618541762159076,Yale Center for Research on Aging (Y-Age),"The latest issue of @MagazineYale contains a special report on the Science of #Aging w/ comments &amp; insights from @VishwaDeepDixi1 of @YaleAge. The issue is chock full of stories on #geroscience the #biology of aging, living longer &amp; better, &amp; much more. https://t.co/dlh4RC4HtR https://t.co/XmR8tGjNRS",Thu Nov 07 20:14:52 +0000 2024,3,11
1854763767931756945,Plazi Species,"#NewSpecies!
New springtail from #spain just sprang in:

Coecobrya urbana

Treatment: https://t.co/BCUDm29rkf
Publication: https://t.co/PYryusiqRT
@subtbiol #CoecobryaUrbana

#FAIRdata
#biology #nature #biodiversity #animal #conservation #collembola #springtail #cavebiology #cave https://t.co/YIFTxrxDbs",Fri Nov 08 05:51:56 +0000 2024,6,37
1855966710832242921,Javier Tordable,"After a few years making a leap from software engineering to biology here is my number 1 lesson:

In engineering, especially software engineering we live and breathe interfaces. Everything has a place: hardware layers, operating system modules, network protocol layers. At the",Mon Nov 11 13:32:00 +0000 2024,0,4
1854811103647113616,York Biomedical Research Institute,"Fully funded PhD opportunity @DiMeN_DTP @GJOE_neuro @paulrpryor @BiologyatYork  

Identifying and imaging pathological mechanisms in Parkinson’s Disease, from cells to behaviour #DiMeN #neuroscience #behavioural #biology

Deadline: 13/12/24

https://t.co/nWYhJNHCqr",Fri Nov 08 09:00:02 +0000 2024,7,6
1855515623289155883,NCURB IISER Tirupati,"We welcome Dr. @mbhavana10 from @DBT_inStem as a guest speaker for NCURB @IiserTirupati! Stay tuned for updates on her talk which is going to be all about #neuroscience and #development. 

Ready for the first #undergraduate #biology #conference in India?

#iiser #STEMeducation",Sun Nov 10 07:39:33 +0000 2024,0,3
1854938014168100926,Science News,"Woodie et al. report a neural link from the liver to the brain that conveys the misalignment signal to drive changes in eating behavior, body weight maintenance, and energy metabolism. @ScienceMagazine #Science #Biology #MedEd #MedX 

Read more
https://t.co/OHQxHzJxzT https://t.co/Ox4EHYb0CX",Fri Nov 08 17:24:20 +0000 2024,0,6
1856018110643319265,Caoimhe,"@MrsButters @bearabe5 Two sexes, defined by two dimorphic gametes. 
https://t.co/0jzRHdwnB5",Mon Nov 11 16:56:15 +0000 2024,0,9
1854238329950081523,bioRxiv SysBio,Geometrically balanced model of cell growth  https://t.co/vc2Jh5zdH3 #biorxiv_sysbio,Wed Nov 06 19:04:02 +0000 2024,2,3
1856011998548357492,LGoody,"@DudeDadEsq @MaryTracy1101 So maybe you understand the exercise biology students complete, comparing living organisms (animals) in different stages of development before hatching or birth. Tell me, why do you think this is important for students to learn? https://t.co/BESXkOoqwD",Mon Nov 11 16:31:58 +0000 2024,0,1
1854578098492014902,BHRA,"Students in Biology I started making their animal and plant cell models.  They identify, label, and write each function for each organelle of the animal and plant cell.  This will take us several days to complete. https://t.co/hAHw7f8HvS",Thu Nov 07 17:34:09 +0000 2024,0,1
1853571673959645239,Unlikely Buddha,"@asofnow32 @masking__mama @Mrmangajojo @_lolololno @LeftFlank369 @muzikguy1 Now, go read a high school Biology Book:

I recommend starting with:

Essential Cell Biology: A textbook with clear language and concepts that covers topics like cell structure, DNA, and Darwin's theory of evolution. 

Then read another one.",Mon Nov 04 22:54:59 +0000 2024,1,3
1855987592443187236,"Molecular Genetics Lab, NIMHANS","Students &amp; faculty from the Molecular Genetics Lab, Dept. of Psychiatry @NIMHANS_BLR had the privilege of hosting Professor John Nurnberger from @IUMedSchool, engaging in insightful discussions on the #genetics of affective disorders and addictions. #research #collaboration https://t.co/T6FXOpYJve",Mon Nov 11 14:54:59 +0000 2024,2,5
1854021152294793377,Katia Lopes,"Thrilled to welcome @rebeccacrux, a visiting student from Brazil 🇧🇷, for her research rotation! She brings valuable experience in human #Genetics, with a focus on non-coding analysis. Excited to see all the incredible work she'll accomplish with us! #WomenInScience #BlackInNeuro https://t.co/BEeogWRhec",Wed Nov 06 04:41:03 +0000 2024,1,7
